-0.00074	-0.01211
-0.00051	0.1844
-0.00079	0.15522
-0.00063	0.14622
-0.00071	0.09344
-0.00075	0.08661
-0.00083	0.00652
-0.00083	0.01738
-0.00098	-0.0565
-0.00108	-0.06861
-0.00127	-0.0506
-0.00128	0.02328
-0.00128	0.04874
-0.00126	0.13163
-0.00118	0.15212
-0.00127	0.15212
-0.00117	0.05184
-0.00114	-0.01707
-0.00118	-0.07699
-0.00141	-0.10151
-0.00135	-0.11735
-0.00154	-0.15801
-0.00157	-0.17726
-0.00157	-0.16857
-0.0014	-0.16857
-0.00122	-0.09593
-0.0011	-0.04005
-0.0011	0.02235
-0.00118	0.07109
-0.00118	0.11517
-0.00106	0.11517
-0.00093	0.08258
-0.00093	0.0742
-0.00054	0.0742
0.00892	0.29989
0.03588	0.79566
0.07119	1.43641
0.10378	1.9564
0.12923	2.36308
0.15128	2.78434
0.17428	3.15035
0.19557	3.52692
0.22011	3.84295
0.24351	4.15059
0.26771	4.47966
0.29101	4.72739
0.31819	5.08223
0.34315	5.42744
0.36959	5.87665
0.39179	6.18616
0.41155	6.39415
0.4298	6.63629
0.45365	6.94922
0.47997	7.26835
0.50487	7.49746
0.52852	7.65268
0.55479	7.87123
0.58278	8.05905
0.60647	8.26828
0.65571	8.26828
0.69625	7.37018
0.73124	6.42426
0.73423	5.71056
0.74476	5.71056
0.76225	6.19299
0.78587	6.80517
0.80378	7.15815
0.82262	7.41426
0.84656	7.67006
0.87304	7.92214
0.91865	7.92214
0.95829	7.25283
0.99046	6.36714
0.99577	5.74036
1.00906	5.74036
1.02787	6.0567
1.06007	6.59376
1.0867	6.9368
1.11345	7.33696
1.13769	7.70235
1.16065	7.97957
1.20374	7.97957
1.23786	7.17367
1.26855	6.37987
1.27161	5.91514
1.28765	5.91514
1.31008	6.42737
1.33612	6.85112
1.35577	7.14542
1.37895	7.39284
1.40475	7.39284
1.44562	7.01752
1.47893	6.21379
1.50559	5.58514
1.50846	5.58514
1.52966	5.82108
1.55969	6.38732
1.59292	6.82691
1.61332	7.09264
1.63406	7.40712
1.65528	7.75512
1.6999	7.75512
1.73678	7.1212
1.7691	6.32585
1.77176	5.71801
1.78709	5.71801
1.81038	6.10358
1.83752	6.6009
1.85485	6.95574
1.87055	7.37887
1.88792	7.37887
1.92891	6.87161
1.96552	6.15791
1.99694	5.45941
2.00117	5.45941
2.01965	5.82791
2.044	6.35348
2.07175	6.76264
2.09496	7.05756
2.12259	7.31119
2.14769	7.72501
2.19335	7.72501
2.23122	7.03118
2.2648	6.26997
2.26698	5.55472
2.28155	5.55472
2.30262	6.04273
2.32994	6.57948
2.34998	6.94518
2.37027	7.25469
2.39373	7.62412
2.44435	7.62412
2.487	7.02714
2.52099	6.30102
2.52156	5.70187
2.53218	5.70187
2.54965	6.06229
2.57385	6.46773
2.59551	6.83994
2.61654	7.16653
2.64024	7.16653
2.68506	6.67883
2.7234	5.95922
2.75408	5.3846
2.75632	5.3846
2.77353	5.72763
2.7992	6.2498
2.83202	6.65368
2.85754	7.02528
2.88271	7.35093
2.93019	7.35093
2.96759	6.72415
3.00046	6.09799
3.00287	5.64692
3.01604	5.64692
3.03634	6.16008
3.06263	6.58662
3.08451	6.89551
3.11098	7.16622
3.13473	7.16622
3.17246	6.70273
3.20051	5.99306
3.22484	5.46128
3.23172	5.46128
3.24928	5.84498
3.27165	6.31592
3.29613	6.72725
3.32006	7.03894
3.34581	7.36459
3.39829	7.36459
3.44127	6.83063
3.47854	6.06167
3.48078	5.5659
3.49231	5.5659
3.50772	5.91607
3.53115	6.46276
3.55351	6.88185
3.57784	7.22365
3.60026	7.22365
3.64448	6.70863
3.68239	6.02907
3.7159	5.41812
3.72743	5.41812
3.74783	5.79779
3.77422	6.23862
3.79637	6.65834
3.8199	6.89241
3.84445	7.16094
3.86833	7.16094
3.90755	6.65865
3.94117	5.95705
3.97054	5.34765
3.97954	5.34765
3.9986	5.65561
4.02441	6.19143
4.05149	6.54596
4.07627	6.96754
4.10517	7.30685
4.14984	7.29909
4.18391	6.74992
4.21101	5.99772
4.2131	5.52057
4.22759	5.52057
4.24914	5.94805
4.27922	6.38701
4.30247	6.71701
4.32733	7.11996
4.34892	7.11996
4.38698	6.61643
4.41849	5.86982
4.44512	5.21696
4.45685	5.21696
4.47803	5.60936
4.50842	6.20975
4.53528	6.63971
4.55817	6.84957
4.5787	7.10165
4.62543	7.10165
4.66403	6.48014
4.69852	5.84933
4.70086	5.38491
4.71744	5.38491
4.7406	5.92352
4.76851	6.48977
4.78981	6.91197
4.81366	7.30126
4.83707	7.30126
4.87872	6.70335
4.91285	5.85305
4.94421	5.12693
4.94948	5.12693
4.96174	5.53609
4.98455	6.16505
5.00449	6.59749
5.0154	6.75923
5.01766	6.75923
5.01766	6.71732
5.01734	6.52174
5.01692	6.39012
5.01667	6.37335
5.01667	6.37335
5.01691	6.52981
5.01746	6.6692
5.01785	6.77568
5.018	6.81666
5.018	6.86354
5.01794	6.83932
5.01782	6.85733
5.01747	6.83001
5.01731	6.73843
5.01739	6.70211
5.01743	6.6335
5.01769	6.56986
5.01769	6.50839
5.01778	6.51119
5.01759	6.47518
5.01759	6.43296
5.01741	6.40129
5.01727	6.34138
5.01702	6.28115
5.01713	6.28115
5.01719	6.39788
5.01745	6.53726
5.01745	6.69528
5.01767	6.73346
5.01781	6.77506
5.0176	6.76264
5.01796	6.79089
5.01815	6.71173
5.01843	6.67851
5.01833	6.67851
5.01851	6.76885
5.01833	6.80983
5.01833	6.80983
5.01812	6.79648
5.01801	6.75395
5.01795	6.64623
5.01795	6.55403
5.01806	6.46773
5.01821	6.37304
5.01827	6.2827
5.01827	6.22962
5.01553	6.13121
4.99966	5.69255
4.97512	5.15984
4.94719	4.52406
4.9243	4.11024
4.89926	3.62378
4.87252	3.23355
4.84786	2.96968
4.82499	2.64278
4.80165	2.29695
4.77721	1.88407
4.75586	1.66583
4.73556	1.42679
4.71017	1.24611
4.68057	1.03066
4.64891	0.87824
4.62024	0.68204
4.59633	0.41196
4.57594	0.10865
4.55909	-0.13039
4.53433	-0.32348
4.50698	-0.41599
4.47805	-0.49577
4.45067	-0.6541
4.42417	-0.84875
4.40079	-1.09586
4.37844	-1.25698
4.35364	-1.44572
4.32913	-1.63478
4.3082	-1.63478
4.2677	-0.77579
4.23158	0.46504
4.19931	1.56773
4.19516	1.56773
4.18294	1.41871
4.15942	0.95833
4.13265	0.53334
4.10629	0.22693
4.08028	-0.13877
4.05459	-0.38526
4.03139	-0.56407
4.0037	-0.83757
3.97652	-1.11883
3.95277	-1.34856
3.93269	-1.50191
3.9083	-1.7096
3.88207	-1.6829
3.83519	-0.84005
3.79833	0.48801
3.76732	1.8077
3.76104	1.8077
3.74699	1.65155
3.72315	1.09058
3.69136	0.58363
3.66344	0.32286
3.63371	0.02452
3.60812	-0.28716
3.58679	-0.51564
3.56353	-0.78417
3.53954	-1.07599
3.52082	-1.29143
3.50405	-1.5134
3.48064	-1.5134
3.42821	-0.55383
3.38207	0.64075
3.34717	1.79776
3.34112	1.79776
3.32735	1.55686
3.3048	1.06761
3.27406	0.60846
3.25367	0.34707
3.22876	0.02949
3.20772	-0.19372
3.18584	-0.46535
3.16327	-0.69756
3.14019	-0.98348
3.11689	-1.16167
3.09306	-1.16167
3.05125	-0.3418
3.01887	0.72736
2.99203	1.68445
2.98407	1.68445
2.96672	1.48453
2.93732	1.01142
2.90322	0.58052
2.88127	0.21203
2.85914	-0.14032
2.83318	-0.44486
2.8074	-0.67956
2.78099	-0.86303
2.75665	-1.11572
2.7336	-1.29702
2.68528	-1.29702
2.64161	-0.34521
2.60592	0.78604
2.5985	1.63633
2.58709	1.63633
2.57262	1.22779
2.55152	0.7106
2.53132	0.37253
2.50608	0.104
2.4758	-0.16484
2.4496	-0.3983
2.42538	-0.66372
2.40173	-0.91766
2.37582	-1.16943
2.35278	-1.16943
2.31275	-0.34273
2.28159	0.72488
2.25113	1.63571
2.24131	1.63571
2.22755	1.3321
2.19862	0.7789
2.17055	0.42468
2.15049	0.15212
2.12634	-0.13132
2.09694	-0.42375
2.07046	-0.65938
2.04546	-0.93505
2.02265	-1.25294
2.00065	-1.55469
1.95124	-1.55469
1.911	-0.59853
1.87719	0.49174
1.87499	1.52364
1.87124	1.52364
1.85776	1.19644
1.83458	0.69663
1.81223	0.35266
1.78835	0.02049
1.76118	-0.28964
1.73123	-0.64882
1.70682	-0.86209
1.68524	-1.10113
1.63855	-1.10113
1.60251	-0.12852
1.57393	0.90959
1.56835	1.81391
1.56175	1.81391
1.54049	1.30727
1.51018	0.76834
1.48073	0.40823
1.45686	0.19682
1.43107	-0.13411
1.40797	-0.50291
1.38377	-0.81584
1.35836	-1.04029
1.33448	-1.26443
1.28875	-1.26443
1.25292	-0.36384
1.22101	0.62119
1.21249	1.33955
1.20525	1.33955
1.18403	0.91735
1.15627	0.47094
1.13455	0.27722
1.10691	-0.01645
1.07725	-0.33248
1.04882	-0.66869
1.02452	-0.86147
0.99309	-0.86147
0.95121	-0.10555
0.91836	0.86737
0.89575	1.66676
0.88462	1.66676
0.86699	1.32527
0.8384	0.7938
0.8129	0.42437
0.78987	0.16578
0.76625	-0.04657
0.74379	-0.35763
0.72345	-0.63268
0.70039	-0.92294
0.67355	-1.12783
0.62497	-1.12783
0.58963	-0.25239
0.56379	0.75313
0.55325	1.5522
0.54513	1.5522
0.5207	1.0794
0.48386	0.55786
0.45811	0.22879
0.43584	-0.02856
0.41788	-0.26574
0.39825	-0.55103
0.37662	-0.85123
0.3509	-1.11821
0.32349	-1.11821
0.27964	-0.59729
0.24463	0.37253
0.21431	1.29733
0.20425	1.29733
0.19611	1.25946
0.1732	0.71495
0.14492	0.21638
0.1188	-0.18968
0.09232	-0.51875
0.0675	-0.84098
0.03899	-1.10734
0.00844	-1.31968
-0.01885	-1.31968
-0.05438	-0.61964
-0.08248	0.31044
-0.11087	1.18464
-0.11907	1.18464
-0.13298	0.84316
-0.16021	0.2707
-0.18818	-0.24804
-0.21379	-0.52806
-0.23583	-0.89345
-0.25523	-1.19333
-0.27804	-1.49943
-0.30797	-1.73288
-0.35673	-1.73288
-0.39035	-0.92915
-0.4133	0.12697
-0.41708	0.97261
-0.43447	0.97261
-0.46271	0.51161
-0.49899	-0.13908
-0.52285	-0.5501
-0.54367	-0.76027
-0.56634	-0.95647
-0.58936	-1.1567
-0.61433	-1.41592
-0.63992	-1.68663
-0.6629	-1.9328
-0.70191	-1.9328
-0.73188	-0.95678
-0.75845	0.07078
-0.76546	0.78821
-0.77979	0.78821
-0.81163	0.26729
-0.84845	-0.25518
-0.87717	-0.53737
-0.90435	-0.7314
-0.93296	-1.08375
-0.95822	-1.35601
-0.98329	-1.63944
-1.02719	-1.63944
-1.06279	-0.67428
-1.09011	0.22041
-1.09328	0.95833
-1.10488	0.95833
-1.12688	0.46038
-1.15706	-0.03539
-1.18314	-0.39085
-1.21069	-0.66683
-1.23652	-0.98068
-1.26357	-1.23866
-1.2869	-1.50502
-1.31207	-1.71084
-1.33161	-1.71084
-1.37294	-0.84781
-1.40526	0.16267
-1.43905	1.16695
-1.4459	1.16695
-1.45727	0.75623
-1.47928	0.21886
-1.50319	-0.27784
-1.52404	-0.48025
-1.54727	-0.79038
-1.56919	-1.07568
-1.59231	-1.33769
-1.61832	-1.47025
-1.67188	-1.47025
-1.71302	-0.69104
-1.74607	0.2319
-1.74973	0.93163
-1.76097	0.93163
-1.77778	0.52185
-1.8012	0.00559
-1.82347	-0.33683
-1.85036	-0.57183
-1.87651	-0.83105
-1.89873	-1.07847
-1.91977	-1.32931
-1.94136	-1.5699
-1.98715	-1.5699
-2.01992	-0.77983
-2.04837	0.15988
-2.05466	0.9276
-2.06498	0.9276
-2.08353	0.46225
-2.11769	-0.07047
-2.14159	-0.41475
-2.16479	-0.58704
-2.19049	-0.85868
-2.22052	-1.12876
-2.24776	-1.44107
-2.27586	-1.44107
-2.3079	-0.64572
-2.33429	0.24773
-2.3511	1.09989
-2.36529	1.09989
-2.39193	0.75903
-2.4271	0.20986
-2.46012	-0.20644
-2.48475	-0.55445
-2.50905	-0.86861
-2.52477	-1.11324
-2.53824	-1.37991
-2.55803	-1.37991
-2.60342	-0.678
-2.6421	0.19496
-2.67914	1.18061
-2.69068	1.18061
-2.70129	0.82732
-2.7295	0.2586
-2.75526	-0.23252
-2.78267	-0.46442
-2.80697	-0.74133
-2.83277	-1.04029
-2.85895	-1.23773
-2.88499	-1.41561
-2.90697	-1.41561
-2.93877	-0.63734
-2.96628	0.28871
-2.99518	0.99093
-3.00856	0.99093
-3.0244	0.547
-3.05642	-0.06023
-3.08523	-0.37594
-3.11132	-0.59605
-3.13497	-0.75996
-3.1582	-0.98099
-3.17958	-1.17285
-3.20276	-1.15639
-3.24303	-0.54576
-3.27656	0.27319
